api_data_id,Clean_Title,Title_Counts,Clean_Title_Prompt,is_original,Clean_Title_Char_Len,Content_Type_Prompt,content_type
api-10128-No-Series,a long way to come home  jalan yang jauh jangan lupa pulang,1,Is title 'a long way to come home  jalan yang jauh jangan lupa pulang' original Netflix content?,No,59,"Is Netflix title 'a long way to come home  jalan yang jauh jangan lupa pulang' a Series, Movie, or Documentary?",Series
api-10129-No-Movie,dreams drawn by dust,1,Is title 'dreams drawn by dust' original Netflix content?,No,20,"Is Netflix title 'dreams drawn by dust' a Series, Movie, or Documentary?",Movie
api-10130-Yes-Series,criminal spain limited series  criminal espaa miniserie,1,Is title 'criminal spain limited series  criminal espaa miniserie' original Netflix content?,Yes,55,"Is Netflix title 'criminal spain limited series  criminal espaa miniserie' a Series, Movie, or Documentary?",Series
api-10131-No-Series,lego ninjago masters of spinjitzu the tournament of elements,1,Is title 'lego ninjago masters of spinjitzu the tournament of elements' original Netflix content?,No,60,"Is Netflix title 'lego ninjago masters of spinjitzu the tournament of elements' a Series, Movie, or Documentary?",Series
api-10132-Yes-Series,rilakkumas theme park adventure,1,Is title 'rilakkumas theme park adventure' original Netflix content?,Yes,31,"Is Netflix title 'rilakkumas theme park adventure' a Series, Movie, or Documentary?",Series
api-10133-No-Movie,212 warrior  wiro sableng pendekar kapak maut naga geni 212,1,Is title '212 warrior  wiro sableng pendekar kapak maut naga geni 212' original Netflix content?,No,59,"Is Netflix title '212 warrior  wiro sableng pendekar kapak maut naga geni 212' a Series, Movie, or Documentary?",Movie
api-10134-No-Series,food wars shokugeki no soma the fourth plate,1,Is title 'food wars shokugeki no soma the fourth plate' original Netflix content?,No,44,"Is Netflix title 'food wars shokugeki no soma the fourth plate' a Series, Movie, or Documentary?",Series
api-10135-No-Series,attack on titan part 2   attack on titan,1,Is title 'attack on titan part 2   attack on titan' original Netflix content?,No,40,"Is Netflix title 'attack on titan part 2   attack on titan' a Series, Movie, or Documentary?",Series
api-10136-Yes-Series,the puppet master hunting the ultimate conman limited series,1,Is title 'the puppet master hunting the ultimate conman limited series' original Netflix content?,Yes,60,"Is Netflix title 'the puppet master hunting the ultimate conman limited series' a Series, Movie, or Documentary?",Series
api-10137-No-Series,food on the go  e il cibo va el viaje de la comida italiana,1,Is title 'food on the go  e il cibo va el viaje de la comida italiana' original Netflix content?,No,59,"Is Netflix title 'food on the go  e il cibo va el viaje de la comida italiana' a Series, Movie, or Documentary?",Series
api-10138-No-Series,food wars shokugeki no soma the second plate,1,Is title 'food wars shokugeki no soma the second plate' original Netflix content?,No,44,"Is Netflix title 'food wars shokugeki no soma the second plate' a Series, Movie, or Documentary?",Series
api-10139-No-Movie,somewhere only we know,1,Is title 'somewhere only we know' original Netflix content?,No,22,"Is Netflix title 'somewhere only we know' a Series, Movie, or Documentary?",Movie
api-10140-No-Movie,against the ropes,1,Is title 'against the ropes' original Netflix content?,No,17,"Is Netflix title 'against the ropes' a Series, Movie, or Documentary?",Movie
api-10141-No-Series,pokmon the series xy xy kalos quest   xy 4993,1,Is title 'pokmon the series xy xy kalos quest   xy 4993' original Netflix content?,No,45,"Is Netflix title 'pokmon the series xy xy kalos quest   xy 4993' a Series, Movie, or Documentary?",Series
api-10142-Yes-Documentary,cryptopia bitcoin blockchains and the future of the internet,1,Is title 'cryptopia bitcoin blockchains and the future of the internet' original Netflix content?,Yes,60,"Is Netflix title 'cryptopia bitcoin blockchains and the future of the internet' a Series, Movie, or Documentary?",Documentary
api-10143-No-Series,arigato jarujaru tower 2020   jarujaru tower 2020,1,Is title 'arigato jarujaru tower 2020   jarujaru tower 2020' original Netflix content?,No,49,"Is Netflix title 'arigato jarujaru tower 2020   jarujaru tower 2020' a Series, Movie, or Documentary?",Series
api-10144-No-Movie,blue is the warmest color  la vie dadle  chapitres 1 et 2,1,Is title 'blue is the warmest color  la vie dadle  chapitres 1 et 2' original Netflix content?,No,57,"Is Netflix title 'blue is the warmest color  la vie dadle  chapitres 1 et 2' a Series, Movie, or Documentary?",Movie
api-10145-No-Series,heavenly bites mexico,1,Is title 'heavenly bites mexico' original Netflix content?,No,21,"Is Netflix title 'heavenly bites mexico' a Series, Movie, or Documentary?",Series
api-10146-Yes-Series,flavorful origins yunnan cuisine,1,Is title 'flavorful origins yunnan cuisine' original Netflix content?,Yes,32,"Is Netflix title 'flavorful origins yunnan cuisine' a Series, Movie, or Documentary?",Series
api-10147-No-Series,a place further than the universe,1,Is title 'a place further than the universe' original Netflix content?,No,33,"Is Netflix title 'a place further than the universe' a Series, Movie, or Documentary?",Series
api-10148-No-Documentary,deep in the rainforest,1,Is title 'deep in the rainforest' original Netflix content?,No,22,"Is Netflix title 'deep in the rainforest' a Series, Movie, or Documentary?",Documentary
api-10149-No-Movie,the sinking of van der wijck  tenggelamnya kapal van der wijck,1,Is title 'the sinking of van der wijck  tenggelamnya kapal van der wijck' original Netflix content?,No,62,"Is Netflix title 'the sinking of van der wijck  tenggelamnya kapal van der wijck' a Series, Movie, or Documentary?",Movie
api-10150-No-,the black leather notebook black leather notebook,1,Is title 'the black leather notebook black leather notebook' original Netflix content?,No,49,"Is Netflix title 'the black leather notebook black leather notebook' a Series, Movie, or Documentary?",
api-10151-No-Documentary,the search for hitlers bomb  die suche nach hitlers atombombe,1,Is title 'the search for hitlers bomb  die suche nach hitlers atombombe' original Netflix content?,No,61,"Is Netflix title 'the search for hitlers bomb  die suche nach hitlers atombombe' a Series, Movie, or Documentary?",Documentary
api-10152-No-Documentary,land of spirits the blind shaman  ai cht gi tay php s m,1,Is title 'land of spirits the blind shaman  ai cht gi tay php s m' original Netflix content?,No,55,"Is Netflix title 'land of spirits the blind shaman  ai cht gi tay php s m' a Series, Movie, or Documentary?",Documentary
api-10153-Yes-Series,dont fk with cats hunting an internet killer limited series,1,Is title 'dont fk with cats hunting an internet killer limited series' original Netflix content?,Yes,59,"Is Netflix title 'dont fk with cats hunting an internet killer limited series' a Series, Movie, or Documentary?",Series
api-10154-Yes-Series,kantaro the sweet tooth salaryman,1,Is title 'kantaro the sweet tooth salaryman' original Netflix content?,Yes,33,"Is Netflix title 'kantaro the sweet tooth salaryman' a Series, Movie, or Documentary?",Series
api-10155-Yes-Series,see you in my 19th life limited series,1,Is title 'see you in my 19th life limited series' original Netflix content?,Yes,38,"Is Netflix title 'see you in my 19th life limited series' a Series, Movie, or Documentary?",Series
api-10156-Yes-Series,trial by fire limited series,1,Is title 'trial by fire limited series' original Netflix content?,Yes,28,"Is Netflix title 'trial by fire limited series' a Series, Movie, or Documentary?",Series
api-10157-No-Series,sleepless society nyctophobia,1,Is title 'sleepless society nyctophobia' original Netflix content?,No,29,"Is Netflix title 'sleepless society nyctophobia' a Series, Movie, or Documentary?",Series
api-10158-No-Series,ricky rapper and the strongman  risto rppj ja pullistelija,1,Is title 'ricky rapper and the strongman  risto rppj ja pullistelija' original Netflix content?,No,58,"Is Netflix title 'ricky rapper and the strongman  risto rppj ja pullistelija' a Series, Movie, or Documentary?",Series
api-10159-No-Series,dinosaur mecards the island of tinysaurs,1,Is title 'dinosaur mecards the island of tinysaurs' original Netflix content?,No,40,"Is Netflix title 'dinosaur mecards the island of tinysaurs' a Series, Movie, or Documentary?",Series
api-10160-No-Movie,three wishes for cinderella  drei haselnsse fr aschenbrdel,1,Is title 'three wishes for cinderella  drei haselnsse fr aschenbrdel' original Netflix content?,No,58,"Is Netflix title 'three wishes for cinderella  drei haselnsse fr aschenbrdel' a Series, Movie, or Documentary?",Movie
api-10161-No-Series,youre my destiny,1,Is title 'youre my destiny' original Netflix content?,No,16,"Is Netflix title 'youre my destiny' a Series, Movie, or Documentary?",Series
api-10162-Yes-Series,carlos ballarta false prophet  carlos ballarta falso profeta,1,Is title 'carlos ballarta false prophet  carlos ballarta falso profeta' original Netflix content?,Yes,60,"Is Netflix title 'carlos ballarta false prophet  carlos ballarta falso profeta' a Series, Movie, or Documentary?",Series
api-10163-No-Movie,the movie willbengers mysterious camping,1,Is title 'the movie willbengers mysterious camping' original Netflix content?,No,40,"Is Netflix title 'the movie willbengers mysterious camping' a Series, Movie, or Documentary?",Movie
api-10164-No-,the weight of the world on my shoulders  il mondo sulle spalle,1,Is title 'the weight of the world on my shoulders  il mondo sulle spalle' original Netflix content?,No,62,"Is Netflix title 'the weight of the world on my shoulders  il mondo sulle spalle' a Series, Movie, or Documentary?",
api-10165-Yes-Series,where is marta limited series  dnde est marta miniserie,1,Is title 'where is marta limited series  dnde est marta miniserie' original Netflix content?,Yes,55,"Is Netflix title 'where is marta limited series  dnde est marta miniserie' a Series, Movie, or Documentary?",Series
api-10166-No-Movie,city hunter shinjuku private eyes,1,Is title 'city hunter shinjuku private eyes' original Netflix content?,No,33,"Is Netflix title 'city hunter shinjuku private eyes' a Series, Movie, or Documentary?",Movie
api-10167-No-Series,mobile suit gundam seed,1,Is title 'mobile suit gundam seed' original Netflix content?,No,23,"Is Netflix title 'mobile suit gundam seed' a Series, Movie, or Documentary?",Series
api-10168-No-Movie,luccas neto em o hotel magico  luccas neto em o hotel mgico,1,Is title 'luccas neto em o hotel magico  luccas neto em o hotel mgico' original Netflix content?,No,59,"Is Netflix title 'luccas neto em o hotel magico  luccas neto em o hotel mgico' a Series, Movie, or Documentary?",Movie
api-10169-Yes-Series,terrace house aloha state part 4   aloha state part 4,1,Is title 'terrace house aloha state part 4   aloha state part 4' original Netflix content?,Yes,53,"Is Netflix title 'terrace house aloha state part 4   aloha state part 4' a Series, Movie, or Documentary?",Series
api-10170-No-Series,thicker than water,1,Is title 'thicker than water' original Netflix content?,No,18,"Is Netflix title 'thicker than water' a Series, Movie, or Documentary?",Series
api-10171-No-Series,sleepy princess in the demon castle,1,Is title 'sleepy princess in the demon castle' original Netflix content?,No,35,"Is Netflix title 'sleepy princess in the demon castle' a Series, Movie, or Documentary?",Series
api-10172-No-Series,ikebukuro west gate park 2020,1,Is title 'ikebukuro west gate park 2020' original Netflix content?,No,29,"Is Netflix title 'ikebukuro west gate park 2020' a Series, Movie, or Documentary?",Series
api-10173-Yes-Series,terrace house aloha state part 2   aloha state part 2,1,Is title 'terrace house aloha state part 2   aloha state part 2' original Netflix content?,Yes,53,"Is Netflix title 'terrace house aloha state part 2   aloha state part 2' a Series, Movie, or Documentary?",Series
api-10174-No-Series,dr psycho die bsen die bullen meine frau und ich staffel 2,1,Is title 'dr psycho die bsen die bullen meine frau und ich staffel 2' original Netflix content?,No,58,"Is Netflix title 'dr psycho die bsen die bullen meine frau und ich staffel 2' a Series, Movie, or Documentary?",Series
api-10175--Series,one year,1,Is title 'one year' original Netflix content?,,8,"Is Netflix title 'one year' a Series, Movie, or Documentary?",Series
api-10176-No-Movie,takizawa kabuki zero 2020 the movie   zero 2020 the movie,1,Is title 'takizawa kabuki zero 2020 the movie   zero 2020 the movie' original Netflix content?,No,57,"Is Netflix title 'takizawa kabuki zero 2020 the movie   zero 2020 the movie' a Series, Movie, or Documentary?",Movie
api-10177-Yes-Series,you cannot hide,1,Is title 'you cannot hide' original Netflix content?,Yes,15,"Is Netflix title 'you cannot hide' a Series, Movie, or Documentary?",Series
api-10178-No-Movie,honeymoon travels pvt ltd,1,Is title 'honeymoon travels pvt ltd' original Netflix content?,No,25,"Is Netflix title 'honeymoon travels pvt ltd' a Series, Movie, or Documentary?",Movie
api-10179-No-Series,kaguyasama final love is war,1,Is title 'kaguyasama final love is war' original Netflix content?,No,28,"Is Netflix title 'kaguyasama final love is war' a Series, Movie, or Documentary?",Series
api-10180-No-Series,thus spoke kishibe rohan,1,Is title 'thus spoke kishibe rohan' original Netflix content?,No,24,"Is Netflix title 'thus spoke kishibe rohan' a Series, Movie, or Documentary?",Series
api-10181-No-Movie,hidden fortress the last princess   the last princess,1,Is title 'hidden fortress the last princess   the last princess' original Netflix content?,No,53,"Is Netflix title 'hidden fortress the last princess   the last princess' a Series, Movie, or Documentary?",Movie
api-10182-No-Series,yeh kaali kaali ankhein,1,Is title 'yeh kaali kaali ankhein' original Netflix content?,No,23,"Is Netflix title 'yeh kaali kaali ankhein' a Series, Movie, or Documentary?",Series
api-10183-No-Series,sofa nio de rivera exposed  sofa nio de rivera expuesta,1,Is title 'sofa nio de rivera exposed  sofa nio de rivera expuesta' original Netflix content?,No,55,"Is Netflix title 'sofa nio de rivera exposed  sofa nio de rivera expuesta' a Series, Movie, or Documentary?",Series
api-10184-No-Movie,jutro idziemy do kina  jutro idziemy dokina  film fabularny,1,Is title 'jutro idziemy do kina  jutro idziemy dokina  film fabularny' original Netflix content?,No,59,"Is Netflix title 'jutro idziemy do kina  jutro idziemy dokina  film fabularny' a Series, Movie, or Documentary?",Movie
api-10185-No-Documentary,lifepedia 100 ways to live on earth,1,Is title 'lifepedia 100 ways to live on earth' original Netflix content?,No,35,"Is Netflix title 'lifepedia 100 ways to live on earth' a Series, Movie, or Documentary?",Documentary
api-10186-No-Series,mom dont do that,1,Is title 'mom dont do that' original Netflix content?,No,16,"Is Netflix title 'mom dont do that' a Series, Movie, or Documentary?",Series
api-10187-No-Movie,in the heart of kunoichi tsubaki,1,Is title 'in the heart of kunoichi tsubaki' original Netflix content?,No,32,"Is Netflix title 'in the heart of kunoichi tsubaki' a Series, Movie, or Documentary?",Movie
api-10188-No-Movie,doraemon the movie nobitas mermaid legend,1,Is title 'doraemon the movie nobitas mermaid legend' original Netflix content?,No,41,"Is Netflix title 'doraemon the movie nobitas mermaid legend' a Series, Movie, or Documentary?",Movie
api-10189-No-Movie,a thousand goodnights,1,Is title 'a thousand goodnights' original Netflix content?,No,21,"Is Netflix title 'a thousand goodnights' a Series, Movie, or Documentary?",Movie
api-10190-No-Movie,doraemon the movie nobitas dinosaur 2006   2006,1,Is title 'doraemon the movie nobitas dinosaur 2006   2006' original Netflix content?,No,47,"Is Netflix title 'doraemon the movie nobitas dinosaur 2006   2006' a Series, Movie, or Documentary?",Movie
api-10191-Yes-Series,terrace house aloha state part 3   aloha state part 3,1,Is title 'terrace house aloha state part 3   aloha state part 3' original Netflix content?,Yes,53,"Is Netflix title 'terrace house aloha state part 3   aloha state part 3' a Series, Movie, or Documentary?",Series
api-10192-Yes-Series,terrace house aloha state part 1   aloha state part 1,1,Is title 'terrace house aloha state part 1   aloha state part 1' original Netflix content?,Yes,53,"Is Netflix title 'terrace house aloha state part 1   aloha state part 1' a Series, Movie, or Documentary?",Series
api-10193-Yes-Series,dating around brazil,1,Is title 'dating around brazil' original Netflix content?,Yes,20,"Is Netflix title 'dating around brazil' a Series, Movie, or Documentary?",Series
api-10194-Yes-Series,this is a robbery the worlds biggest art heist limited series,1,Is title 'this is a robbery the worlds biggest art heist limited series' original Netflix content?,Yes,61,"Is Netflix title 'this is a robbery the worlds biggest art heist limited series' a Series, Movie, or Documentary?",Series
api-10195-No-Series,dr psycho die bsen die bullen meine frau und ich staffel 1,1,Is title 'dr psycho die bsen die bullen meine frau und ich staffel 1' original Netflix content?,No,58,"Is Netflix title 'dr psycho die bsen die bullen meine frau und ich staffel 1' a Series, Movie, or Documentary?",Series
api-10196-No-Series,love after music,1,Is title 'love after music' original Netflix content?,No,16,"Is Netflix title 'love after music' a Series, Movie, or Documentary?",Series
api-10197-No-Series,take my brother away,1,Is title 'take my brother away' original Netflix content?,No,20,"Is Netflix title 'take my brother away' a Series, Movie, or Documentary?",Series
api-10198-No-Series,ikebukuro west gate park 2000,1,Is title 'ikebukuro west gate park 2000' original Netflix content?,No,29,"Is Netflix title 'ikebukuro west gate park 2000' a Series, Movie, or Documentary?",Series
api-10199-No-,how much does the trojan horse weigh  ile way ko trojaski,1,Is title 'how much does the trojan horse weigh  ile way ko trojaski' original Netflix content?,No,57,"Is Netflix title 'how much does the trojan horse weigh  ile way ko trojaski' a Series, Movie, or Documentary?",
api-10200-No-Series,welcome to fishermens seafood bar,1,Is title 'welcome to fishermens seafood bar' original Netflix content?,No,33,"Is Netflix title 'welcome to fishermens seafood bar' a Series, Movie, or Documentary?",Series
api-10201-No-,her rules her nos,1,Is title 'her rules her nos' original Netflix content?,No,17,"Is Netflix title 'her rules her nos' a Series, Movie, or Documentary?",
api-10202-No-Movie,luccas neto in summer camp  luccas neto em acampamento de frias,1,Is title 'luccas neto in summer camp  luccas neto em acampamento de frias' original Netflix content?,No,63,"Is Netflix title 'luccas neto in summer camp  luccas neto em acampamento de frias' a Series, Movie, or Documentary?",Movie
api-10203-No-Series,camarn revolution,1,Is title 'camarn revolution' original Netflix content?,No,17,"Is Netflix title 'camarn revolution' a Series, Movie, or Documentary?",Series
api-10204-Yes-Series,terrace house tokyo 20192020 part 2   tokyo 20192020 2,1,Is title 'terrace house tokyo 20192020 part 2   tokyo 20192020 2' original Netflix content?,Yes,54,"Is Netflix title 'terrace house tokyo 20192020 part 2   tokyo 20192020 2' a Series, Movie, or Documentary?",Series
api-10205-No-Movie,kill hitler the luck of the devil  tuez hitler  la chance du diable,1,Is title 'kill hitler the luck of the devil  tuez hitler  la chance du diable' original Netflix content?,No,67,"Is Netflix title 'kill hitler the luck of the devil  tuez hitler  la chance du diable' a Series, Movie, or Documentary?",Movie
api-10206-No-Series,lottie dottie chicken 3 temporada  galinha pintadinha 3 temporada,1,Is title 'lottie dottie chicken 3 temporada  galinha pintadinha 3 temporada' original Netflix content?,No,65,"Is Netflix title 'lottie dottie chicken 3 temporada  galinha pintadinha 3 temporada' a Series, Movie, or Documentary?",Series
api-10207-No-Series,with mother henteko sekai karano dashutsu,1,Is title 'with mother henteko sekai karano dashutsu' original Netflix content?,No,41,"Is Netflix title 'with mother henteko sekai karano dashutsu' a Series, Movie, or Documentary?",Series
api-10208-Yes-Series,six windows in the desert collection 1       1,1,Is title 'six windows in the desert collection 1       1' original Netflix content?,Yes,46,"Is Netflix title 'six windows in the desert collection 1       1' a Series, Movie, or Documentary?",Series
api-10209-Yes-Series,someone has to die limited series  alguien tiene que morir miniserie,1,Is title 'someone has to die limited series  alguien tiene que morir miniserie' original Netflix content?,Yes,68,"Is Netflix title 'someone has to die limited series  alguien tiene que morir miniserie' a Series, Movie, or Documentary?",Series
api-10210-No-Series,i told sunset about you,1,Is title 'i told sunset about you' original Netflix content?,No,23,"Is Netflix title 'i told sunset about you' a Series, Movie, or Documentary?",Series
api-10211-No-Series,newly rich newly poor,1,Is title 'newly rich newly poor' original Netflix content?,No,21,"Is Netflix title 'newly rich newly poor' a Series, Movie, or Documentary?",Series
api-10212-No-Movie,dont be a menace to south central while drinking your juice in the hood,1,Is title 'dont be a menace to south central while drinking your juice in the hood' original Netflix content?,No,71,"Is Netflix title 'dont be a menace to south central while drinking your juice in the hood' a Series, Movie, or Documentary?",Movie
api-10213-Yes-Series,final fantasy xiv dad of light,1,Is title 'final fantasy xiv dad of light' original Netflix content?,Yes,30,"Is Netflix title 'final fantasy xiv dad of light' a Series, Movie, or Documentary?",Series
api-10214-Yes-Documentary,guatemala heart of the mayan world  guatemala corazn del mundo maya,1,Is title 'guatemala heart of the mayan world  guatemala corazn del mundo maya' original Netflix content?,Yes,67,"Is Netflix title 'guatemala heart of the mayan world  guatemala corazn del mundo maya' a Series, Movie, or Documentary?",Documentary
api-10215-No-Series,feria the darkest light,1,Is title 'feria the darkest light' original Netflix content?,No,23,"Is Netflix title 'feria the darkest light' a Series, Movie, or Documentary?",Series
api-10216-No-Series,the endless night limited series  todo dia a mesma noite minissrie,1,Is title 'the endless night limited series  todo dia a mesma noite minissrie' original Netflix content?,No,66,"Is Netflix title 'the endless night limited series  todo dia a mesma noite minissrie' a Series, Movie, or Documentary?",Series
api-10217-No-Series,i promised you the moon,1,Is title 'i promised you the moon' original Netflix content?,No,23,"Is Netflix title 'i promised you the moon' a Series, Movie, or Documentary?",Series
api-10218-No-,club amrica vs club amrica,1,Is title 'club amrica vs club amrica' original Netflix content?,No,26,"Is Netflix title 'club amrica vs club amrica' a Series, Movie, or Documentary?",
api-10219-No-Series,mobile suit gundam the 08th ms team,1,Is title 'mobile suit gundam the 08th ms team' original Netflix content?,No,35,"Is Netflix title 'mobile suit gundam the 08th ms team' a Series, Movie, or Documentary?",Series
api-10220-No-Movie,rolling snake eyes 5 is that ours  hep yek 5 bizim eyimiz mi altan,1,Is title 'rolling snake eyes 5 is that ours  hep yek 5 bizim eyimiz mi altan' original Netflix content?,No,66,"Is Netflix title 'rolling snake eyes 5 is that ours  hep yek 5 bizim eyimiz mi altan' a Series, Movie, or Documentary?",Movie
api-10221-No-Series,konosuba an explosion on this wonderful world   1,1,Is title 'konosuba an explosion on this wonderful world   1' original Netflix content?,No,49,"Is Netflix title 'konosuba an explosion on this wonderful world   1' a Series, Movie, or Documentary?",Series
api-10222-No-Series,why didnt i tell you a million times,1,Is title 'why didnt i tell you a million times' original Netflix content?,No,36,"Is Netflix title 'why didnt i tell you a million times' a Series, Movie, or Documentary?",Series
api-10223-No-Movie,doraemon the movie nobita and the kingdom of clouds,1,Is title 'doraemon the movie nobita and the kingdom of clouds' original Netflix content?,No,51,"Is Netflix title 'doraemon the movie nobita and the kingdom of clouds' a Series, Movie, or Documentary?",Movie
api-10224-No-Series,the beauty queen of jerusalem,1,Is title 'the beauty queen of jerusalem' original Netflix content?,No,29,"Is Netflix title 'the beauty queen of jerusalem' a Series, Movie, or Documentary?",Series
api-10225-Yes-Movie,gudetama an eggcellent adventure,1,Is title 'gudetama an eggcellent adventure' original Netflix content?,Yes,32,"Is Netflix title 'gudetama an eggcellent adventure' a Series, Movie, or Documentary?",Movie
api-10226-No-Movie,thirty something single and fabulous  treintona soltera y fantstica,1,Is title 'thirty something single and fabulous  treintona soltera y fantstica' original Netflix content?,No,67,"Is Netflix title 'thirty something single and fabulous  treintona soltera y fantstica' a Series, Movie, or Documentary?",Movie
api-10227-No-Series,yamazaki ichimon nihontouitsu gaiden,1,Is title 'yamazaki ichimon nihontouitsu gaiden' original Netflix content?,No,36,"Is Netflix title 'yamazaki ichimon nihontouitsu gaiden' a Series, Movie, or Documentary?",Series
api-10228-No-Series,lottie dottie chicken 1 temporada  galinha pintadinha 1 temporada,1,Is title 'lottie dottie chicken 1 temporada  galinha pintadinha 1 temporada' original Netflix content?,No,65,"Is Netflix title 'lottie dottie chicken 1 temporada  galinha pintadinha 1 temporada' a Series, Movie, or Documentary?",Series
api-10229-No-Series,demon slayer kimetsu no yaiba entertainment district arc,1,Is title 'demon slayer kimetsu no yaiba entertainment district arc' original Netflix content?,No,56,"Is Netflix title 'demon slayer kimetsu no yaiba entertainment district arc' a Series, Movie, or Documentary?",Series
api-10230-Yes-Series,terrace house tokyo 20192020 part 1   tokyo 20192020 1,1,Is title 'terrace house tokyo 20192020 part 1   tokyo 20192020 1' original Netflix content?,Yes,54,"Is Netflix title 'terrace house tokyo 20192020 part 1   tokyo 20192020 1' a Series, Movie, or Documentary?",Series
api-10231-Yes-Series,haunted latin america,1,Is title 'haunted latin america' original Netflix content?,Yes,21,"Is Netflix title 'haunted latin america' a Series, Movie, or Documentary?",Series
api-10232-No-Movie,bebop highschool a delinquent student march,1,Is title 'bebop highschool a delinquent student march' original Netflix content?,No,43,"Is Netflix title 'bebop highschool a delinquent student march' a Series, Movie, or Documentary?",Movie
api-10233-Yes-Series,legacy a kate mcdougall investigation,1,Is title 'legacy a kate mcdougall investigation' original Netflix content?,Yes,37,"Is Netflix title 'legacy a kate mcdougall investigation' a Series, Movie, or Documentary?",Series
api-10234-No-Series,the angel next door spoils me rotten   1,1,Is title 'the angel next door spoils me rotten   1' original Netflix content?,No,40,"Is Netflix title 'the angel next door spoils me rotten   1' a Series, Movie, or Documentary?",Series
api-10235-Yes-Series,ask the storybots korea edition,1,Is title 'ask the storybots korea edition' original Netflix content?,Yes,31,"Is Netflix title 'ask the storybots korea edition' a Series, Movie, or Documentary?",Series
api-10236-No-Series,konosuba gods blessing on this wonderful world 2   2,1,Is title 'konosuba gods blessing on this wonderful world 2   2' original Netflix content?,No,52,"Is Netflix title 'konosuba gods blessing on this wonderful world 2   2' a Series, Movie, or Documentary?",Series
api-10237-No-Movie,inuyasha the movie affections touching across time,1,Is title 'inuyasha the movie affections touching across time' original Netflix content?,No,50,"Is Netflix title 'inuyasha the movie affections touching across time' a Series, Movie, or Documentary?",Movie
api-10238-No-Series,lottie dottie chicken 4 temporada  galinha pintadinha 4 temporada,1,Is title 'lottie dottie chicken 4 temporada  galinha pintadinha 4 temporada' original Netflix content?,No,65,"Is Netflix title 'lottie dottie chicken 4 temporada  galinha pintadinha 4 temporada' a Series, Movie, or Documentary?",Series
api-10239-No-Movie,once upon a time in mumbai dobaara,1,Is title 'once upon a time in mumbai dobaara' original Netflix content?,No,34,"Is Netflix title 'once upon a time in mumbai dobaara' a Series, Movie, or Documentary?",Movie
api-10240-No-Movie,once upon a time in high school the spirit of jeet kune do,1,Is title 'once upon a time in high school the spirit of jeet kune do' original Netflix content?,No,58,"Is Netflix title 'once upon a time in high school the spirit of jeet kune do' a Series, Movie, or Documentary?",Movie
api-10241-No-Series,lottie dottie chicken 5 temporada  galinha pintadinha 5 temporada,1,Is title 'lottie dottie chicken 5 temporada  galinha pintadinha 5 temporada' original Netflix content?,No,65,"Is Netflix title 'lottie dottie chicken 5 temporada  galinha pintadinha 5 temporada' a Series, Movie, or Documentary?",Series
api-10242-No-Movie,torrente the dumb arm of the law  torrente el brazo tonto de la ley,1,Is title 'torrente the dumb arm of the law  torrente el brazo tonto de la ley' original Netflix content?,No,67,"Is Netflix title 'torrente the dumb arm of the law  torrente el brazo tonto de la ley' a Series, Movie, or Documentary?",Movie
api-10243-No-Movie,detective conan the culprit hanzawa,1,Is title 'detective conan the culprit hanzawa' original Netflix content?,No,35,"Is Netflix title 'detective conan the culprit hanzawa' a Series, Movie, or Documentary?",Movie
api-10244-No-Series,lottie dottie chicken 2 temporada  galinha pintadinha 2 temporada,1,Is title 'lottie dottie chicken 2 temporada  galinha pintadinha 2 temporada' original Netflix content?,No,65,"Is Netflix title 'lottie dottie chicken 2 temporada  galinha pintadinha 2 temporada' a Series, Movie, or Documentary?",Series
api-10245-Yes-Series,the day i met el chapo series 1  cuando conoc al chapo temporada 1,1,Is title 'the day i met el chapo series 1  cuando conoc al chapo temporada 1' original Netflix content?,Yes,66,"Is Netflix title 'the day i met el chapo series 1  cuando conoc al chapo temporada 1' a Series, Movie, or Documentary?",Series
api-10246-No-Series,welcome to the family,1,Is title 'welcome to the family' original Netflix content?,No,21,"Is Netflix title 'welcome to the family' a Series, Movie, or Documentary?",Series
api-10247-No-Movie,mobile suit gundam iii encounters in space   iii,1,Is title 'mobile suit gundam iii encounters in space   iii' original Netflix content?,No,48,"Is Netflix title 'mobile suit gundam iii encounters in space   iii' a Series, Movie, or Documentary?",Movie
api-10248-No-Documentary,the life and movies of eran kuneri,1,Is title 'the life and movies of eran kuneri' original Netflix content?,No,34,"Is Netflix title 'the life and movies of eran kuneri' a Series, Movie, or Documentary?",Documentary
api-10249-Yes-Series,if i hadnt met you,1,Is title 'if i hadnt met you' original Netflix content?,Yes,18,"Is Netflix title 'if i hadnt met you' a Series, Movie, or Documentary?",Series
api-10250-Yes-,judah friedlander america is the greatest country in the united states,1,Is title 'judah friedlander america is the greatest country in the united states' original Netflix content?,Yes,70,"Is Netflix title 'judah friedlander america is the greatest country in the united states' a Series, Movie, or Documentary?",
api-10251-Yes-Series,bangkok breaking,1,Is title 'bangkok breaking' original Netflix content?,Yes,16,"Is Netflix title 'bangkok breaking' a Series, Movie, or Documentary?",Series
api-10252-No-Movie,knight rusty 2 full metal racket  ritter rost 2 das schrottkomplott,1,Is title 'knight rusty 2 full metal racket  ritter rost 2 das schrottkomplott' original Netflix content?,No,67,"Is Netflix title 'knight rusty 2 full metal racket  ritter rost 2 das schrottkomplott' a Series, Movie, or Documentary?",Movie
